산업분류코드,행정구역,산업분류명,총사업체수,총종사자수,남자종사자수,여자종사자수,개인사업체수,개인종사자수,회사법인사업체수,회사법인종사자수,회사법인외사업체수,회사법인외종사자수,비법인단체사업체수,비법인단체종사자수,단독사업체사업체수,단독사업체종사자수,공장지사사업체수,공장지사종사자수,공장본점사업체수,공장본점종사자수,사업체수1_4,종사자수1_4,사업체수5_9,종사자수5_9,사업체수10_19,종사자수10_19,사업체수20_49,종사자수20_49,사업체수50_99,종사자수50_99,사업체수100_299,종사자수100_299,사업체수300_499,종사자수300_499,사업체수500_999,종사자수500_999,사업체수1000이상,종사자수100이상,자영업자종사자수,무급가족종사자수,상용근로자수,임시일용근로자수,기타종사자수,대표자남자사업체수,대표자남자종사자수,대표자여자사업체수,대표자여자종사자수,대표자사업체수20세미만,대표자종사자수20세미만,대표자사업체수20_29세,대표자종사자수20세_29세,대표자사업체수30_39세,대표자종사자수30세_39세,대표자사업체수40_49세,대표자종사자수40세_49세,대표자사업체수50_59세,대표자종사자수50세_59세,대표자사업체수60세이상,대표자종사자수60세이상
0000000F423,전국,전기 및 통신 공사업,36567,257839,218888,38951,17737,33691,18803,223266,27,882,0,0,34567,189043,1106,23626,894,45170,23421,42570,7813,49969,3218,42353,1596,45962,331,22510,147,23135,21,7803,11,6787,9,16750,17997,810,170592,66504,1936,27588,208332,8979,49507,7,15,760,2652,3063,11683,11655,50898,13795,104884,7287,87707
0000000F4231,전국,전기 공사업,24548,174595,148363,26232,11145,22694,13379,151030,24,871,0,0,23597,135339,459,8879,492,30377,15483,29872,5558,35544,2263,29702,953,26607,164,11129,91,14727,18,6694,11,6787,7,13533,11327,564,105125,55850,1729,18017,137867,6531,36728,3,11,590,2208,2011,8827,6804,32017,9470,69380,5670,62152
0000000F42311,전국,일반 전기 공사업,9095,75620,64083,11537,3054,6164,6023,68609,18,847,0,0,8639,56147,229,5067,227,14406,5149,10394,2295,14737,1037,13737,482,13504,82,5555,38,6429,3,1117,4,2202,5,7945,3095,119,47236,24754,416,6416,58610,2679,17010,2,X,225,1003,737,3858,2453,13569,3480,26083,2198,31097
0000000F42312,전국,내부 전기배선 공사업,15453,98975,84280,14695,8091,16530,7356,82421,6,24,0,0,14958,79192,230,3812,265,15971,10334,19478,3263,20807,1226,15965,471,13103,82,5574,53,8298,15,5577,7,4585,2,X,8232,445,57889,31096,1313,11601,79257,3852,19718,1,X,365,1205,1274,4969,4351,18448,5990,43297,3472,31055
0000000F4232,전국,통신 공사업,12019,83244,70525,12719,6592,10997,5424,72236,3,11,0,0,10970,53704,647,14747,402,14793,7938,12698,2255,14425,955,12651,643,19355,167,11381,56,8408,3,1109,0,0,2,X,6670,246,65467,10654,207,9571,70465,2448,12779,4,4,170,444,1052,2856,4851,18881,4325,35504,1617,25555
0000000F42321,전국,일반 통신 공사업,4296,36676,31299,5377,2345,4086,1951,32590,0,0,0,0,3909,21570,234,6082,153,9024,2728,4270,800,5042,377,5012,271,8247,88,6010,29,4570,1,X,0,0,2,X,2369,77,28456,5629,145,3378,31198,918,5478,2,X,65,170,380,1075,1767,7112,1485,14049,597,14268
0000000F42322,전국,내부 통신배선 공사업,7723,46568,39226,7342,4247,6911,3473,39646,3,11,0,0,7061,32134,413,8665,249,5769,5210,8428,1455,9383,578,7639,372,11108,79,5371,27,3838,2,X,0,0,0,0,4301,169,37011,5025,62,6193,39267,1530,7301,2,X,105,274,672,1781,3084,11769,2840,21455,1020,11287
0000000F424,전국,실내건축 및 건축마무리 공사업,123414,337754,263360,74394,102142,153410,21153,183943,112,393,7,8,121749,303598,747,7790,918,26366,111887,158941,7753,48578,2405,30951,876,25369,240,16225,197,32374,36,12873,20,12443,0,0,103555,6450,109728,115011,3010,95622,263251,27792,74503,32,78,3603,6482,15040,30308,37237,87893,45411,127752,22091,85241
0000000F4241,전국,"도장, 도배 및 내장 공사업",75401,198878,150088,48790,62040,94329,13270,104208,88,338,3,3,74436,180274,423,4251,542,14353,68499,98872,4692,29288,1438,18479,503,14405,140,9642,104,16441,14,4971,11,6780,0,0,62982,4434,69618,60038,1806,57089,150710,18312,48168,20,60,2310,4155,10125,19157,23859,57608,26390,71919,12697,45979
0000000F42411,전국,도장 공사업,8402,36896,29146,7750,6116,10658,2281,26232,3,4,2,X,8252,34213,60,617,90,2066,6970,11263,925,5776,289,3697,110,3251,57,4079,46,7076,5,1754,0,0,0,0,6226,461,15363,14684,162,6338,29310,2064,7586,5,36,216,447,871,2147,2082,9185,2921,13066,2307,12015
0000000F42412,전국,"도배, 실내 장식 및 내장 목공사업",66999,161982,120942,41040,55924,83671,10989,77976,85,334,1,X,66184,146061,363,3634,452,12287,61529,87609,3767,23512,1149,14782,393,11154,83,5563,58,9365,9,3217,11,6780,0,0,56756,3973,54255,45354,1644,50751,121400,16248,40582,15,24,2094,3708,9254,17010,21777,48423,23469,58853,10390,33964
0000000F4242,전국,유리 및 창호 공사업,16701,43974,36441,7533,13338,20031,3361,23940,2,X,0,0,16317,38047,179,1474,205,4453,14837,21870,1309,8200,398,5121,111,3246,29,1833,13,2257,4,1447,0,0,0,0,13496,771,18763,10320,624,13723,35179,2978,8795,1,X,385,783,1316,2993,4350,10025,7225,19857,3424,10315
0000000F42420,전국,유리 및 창호 공사업,16701,43974,36441,7533,13338,20031,3361,23940,2,X,0,0,16317,38047,179,1474,205,4453,14837,21870,1309,8200,398,5121,111,3246,29,1833,13,2257,4,1447,0,0,0,0,13496,771,18763,10320,624,13723,35179,2978,8795,1,X,385,783,1316,2993,4350,10025,7225,19857,3424,10315
0000000F4249,전국,기타 건축 마무리 공사업,31312,94902,76831,18071,26764,39050,4522,55795,22,52,4,5,30996,85277,145,2065,171,7560,28551,38199,1752,11090,569,7351,262,7718,71,4750,80,13676,18,6455,9,5663,0,0,27077,1245,21347,44653,580,24810,77362,6502,17540,11,17,908,1544,3599,8158,9028,20260,11796,35976,5970,28947
0000000F42491,전국,"미장, 타일 및 방수 공사업",14924,64838,52864,11974,12343,18738,2567,46062,11,34,3,4,14722,57299,94,1525,108,6014,13118,18536,1061,6796,380,4955,209,6195,54,3696,77,13297,16,5700,9,5663,0,0,12499,742,13559,37650,388,12018,54632,2906,10206,5,9,512,893,2016,5619,3909,11422,5324,23692,3158,23203
0000000F42492,전국,건물용 금속 공작물 설치 공사업,1579,6226,5128,1098,1100,1843,479,4383,0,0,0,0,1515,4404,27,432,37,1390,1295,2083,180,1137,74,958,18,497,7,417,3,379,2,X,0,0,0,0,1115,49,3016,2003,43,1238,5123,341,1103,0,0,34,76,125,260,453,1344,645,2884,322,1662
0000000F42499,전국,그 외 기타 건축 마무리 공사업,14809,23838,18839,4999,13321,18469,1476,5350,11,18,1,X,14759,23574,24,108,26,156,14138,17580,511,3157,115,1438,35,1026,10,637,0,0,0,0,0,0,0,0,13463,454,4772,5000,149,11554,17607,3255,6231,6,8,362,575,1458,2279,4666,7494,5827,9400,2490,4082
0000000F425,전국,시설물 유지관리 공사업,5093,22255,17894,4361,3049,4573,2023,17523,20,157,1,X,4897,19512,125,1756,71,987,3688,5448,849,5417,392,5112,137,3778,21,1349,5,681,1,X,0,0,0,0,3089,103,13412,5580,71,3741,16249,1352,6006,1,X,117,344,422,1330,1494,5816,2072,9388,987,4907
0000000F4250,전국,시설물 유지관리 공사업,5093,22255,17894,4361,3049,4573,2023,17523,20,157,1,X,4897,19512,125,1756,71,987,3688,5448,849,5417,392,5112,137,3778,21,1349,5,681,1,X,0,0,0,0,3089,103,13412,5580,71,3741,16249,1352,6006,1,X,117,344,422,1330,1494,5816,2072,9388,987,4907
0000000F42500,전국,시설물 유지관리 공사업,5093,22255,17894,4361,3049,4573,2023,17523,20,157,1,X,4897,19512,125,1756,71,987,3688,5448,849,5417,392,5112,137,3778,21,1349,5,681,1,X,0,0,0,0,3089,103,13412,5580,71,3741,16249,1352,6006,1,X,117,344,422,1330,1494,5816,2072,9388,987,4907
0000000F426,전국,건설장비 운영업,187887,234664,190517,44147,184098,197559,3744,36804,28,124,17,177,187555,229476,188,1089,144,4099,185962,196498,1329,8022,308,4002,159,4644,56,3863,52,8355,16,5988,5,3292,0,0,184191,222,25010,4576,20665,150435,187599,37452,47065,27,27,5385,5854,14226,17073,48724,57200,76192,99192,43333,55318
0000000F4260,전국,건설장비 운영업,187887,234664,190517,44147,184098,197559,3744,36804,28,124,17,177,187555,229476,188,1089,144,4099,185962,196498,1329,8022,308,4002,159,4644,56,3863,52,8355,16,5988,5,3292,0,0,184191,222,25010,4576,20665,150435,187599,37452,47065,27,27,5385,5854,14226,17073,48724,57200,76192,99192,43333,55318
0000000F42600,전국,건설장비 운영업,187887,234664,190517,44147,184098,197559,3744,36804,28,124,17,177,187555,229476,188,1089,144,4099,185962,196498,1329,8022,308,4002,159,4644,56,3863,52,8355,16,5988,5,3292,0,0,184191,222,25010,4576,20665,150435,187599,37452,47065,27,27,5385,5854,14226,17073,48724,57200,76192,99192,43333,55318
0000000G,전국,도매 및 소매업(45~47),1576429,3574852,1948553,1626299,1322015,2041109,240888,1460694,13081,72128,445,921,1493153,2767702,65794,494519,17482,312631,1449540,2035904,88958,554914,25130,326460,9708,277508,1972,133257,942,143211,116,43699,47,32811,16,27088,1340918,105552,1767533,281994,78855,896650,2434638,679779,1140214,2608,2964,92328,125881,283485,468514,431585,943678,449351,1284588,317072,749227
0000000G45,전국,자동차 및 부품 판매업,39614,133190,109338,23852,29973,62856,9596,70214,43,115,2,X,36428,94348,2570,26955,616,11887,33188,50659,3508,22806,2111,28356,682,18683,93,6215,29,4395,2,X,0,0,1,X,30447,1673,77622,2314,21134,33740,118728,5874,14462,20,28,1202,2395,5872,13281,13098,34672,13318,57700,6104,25114
0000000G451,전국,자동차 판매업,12761,68248,57105,11143,8177,26281,4576,41938,6,24,2,X,11027,40622,1475,21127,259,6499,9014,13127,1563,10569,1540,21052,549,14877,71,4807,23,3515,1,X,0,0,0,0,8277,174,37836,1034,20927,11203,63128,1558,5120,17,25,396,911,2012,6472,4180,17123,4562,32429,1594,11288
0000000G4511,전국,자동차 신품 판매업,4882,39726,33561,6165,3113,13120,1769,26606,0,0,0,0,3537,16032,1189,18287,156,5407,2718,3593,625,4413,1086,15140,386,10330,48,3321,19,2929,0,0,0,0,0,0,3141,38,26997,657,8893,4617,38555,265,1171,1,X,82,95,552,1715,1141,6059,2370,23481,736,8374
0000000G45110,전국,자동차 신품 판매업,4882,39726,33561,6165,3113,13120,1769,26606,0,0,0,0,3537,16032,1189,18287,156,5407,2718,3593,625,4413,1086,15140,386,10330,48,3321,19,2929,0,0,0,0,0,0,3141,38,26997,657,8893,4617,38555,265,1171,1,X,82,95,552,1715,1141,6059,2370,23481,736,8374
0000000G4512,전국,중고 자동차 판매업,7879,28522,23544,4978,5064,13161,2807,15332,6,24,2,X,7490,24590,286,2840,103,1092,6296,9534,938,6156,454,5912,163,4547,23,1486,4,586,1,X,0,0,0,0,5136,136,10839,377,12034,6586,24573,1293,3949,16,23,314,816,1460,4757,3039,11064,2192,8948,858,2914
0000000G45120,전국,중고 자동차 판매업,7879,28522,23544,4978,5064,13161,2807,15332,6,24,2,X,7490,24590,286,2840,103,1092,6296,9534,938,6156,454,5912,163,4547,23,1486,4,586,1,X,0,0,0,0,5136,136,10839,377,12034,6586,24573,1293,3949,16,23,314,816,1460,4757,3039,11064,2192,8948,858,2914
0000000G452,전국,자동차 부품 및 내장품 판매업,24359,60387,48496,11891,19687,33682,4637,26617,35,88,0,0,23011,49846,1028,5478,320,5063,21784,34163,1888,11868,536,6827,122,3529,21,1345,6,880,1,X,0,0,1,X,20044,1312,37633,1203,195,20388,51676,3971,8711,3,3,697,1346,3419,6105,8044,15993,8112,24047,4084,12893
0000000G4521,전국,자동차 신품 부품 및 내장품 판매업,21149,55206,44422,10784,16926,29878,4197,25267,26,61,0,0,19886,45063,970,5259,293,4884,18684,29985,1806,11365,511,6503,121,3483,19,1215,6,880,1,X,0,0,1,X,17256,1154,35551,1067,178,17768,47509,3381,7697,2,X,598,1210,2962,5394,7016,14463,7041,22154,3530,11983
0000000G45211,전국,자동차 신품 타이어 및 튜브 판매업,5431,13100,11000,2100,4361,8584,1067,4508,3,8,0,0,4776,10542,578,2028,77,530,4949,9032,417,2528,47,588,13,355,4,256,0,0,1,X,0,0,0,0,4478,324,8010,251,37,4625,11073,806,2027,0,0,285,633,934,1997,1706,3739,1835,4955,671,1776
0000000G45212,전국,자동차용 전용 신품 부품 판매업,5903,19197,15328,3869,4298,8379,1591,10780,14,38,0,0,5582,15437,212,2203,109,1557,4791,8012,762,4888,274,3499,63,1903,12,777,1,X,0,0,0,0,0,0,4395,305,14108,366,23,4920,16786,983,2411,0,0,114,262,631,1193,1660,3946,2119,8243,1379,5553
0000000G45213,전국,자동차 내장용 신품 전기ㆍ전자ㆍ정밀기기 판매업,2617,4770,3853,917,2346,3376,269,1390,2,X,0,0,2578,4500,24,99,15,171,2477,3461,109,700,24,294,5,117,1,X,1,X,0,0,0,0,0,0,2372,169,2092,107,30,2225,3993,392,777,1,X,50,74,379,521,1251,2068,670,1318,266,788
0000000G45219,전국,기타 자동차 신품 부품 및 내장품 판매업,7198,18139,14241,3898,5921,9539,1270,8589,7,11,0,0,6950,14584,156,929,92,2626,6467,9480,518,3249,166,2122,40,1108,2,X,4,614,0,0,0,0,1,X,6011,356,11341,343,88,5998,15657,1200,2482,1,X,149,241,1018,1683,2399,4710,2417,7638,1214,3866
0000000G4522,전국,자동차 중고 부품 및 내장품 판매업,3210,5181,4074,1107,2761,3804,440,1350,9,27,0,0,3125,4783,58,219,27,179,3100,4178,82,503,25,324,1,X,2,X,0,0,0,0,0,0,0,0,2788,158,2082,136,17,2620,4167,590,1014,1,X,99,136,457,711,1028,1530,1071,1893,554,910
0000000G45220,전국,자동차 중고 부품 및 내장품 판매업,3210,5181,4074,1107,2761,3804,440,1350,9,27,0,0,3125,4783,58,219,27,179,3100,4178,82,503,25,324,1,X,2,X,0,0,0,0,0,0,0,0,2788,158,2082,136,17,2620,4167,590,1014,1,X,99,136,457,711,1028,1530,1071,1893,554,910
0000000G453,전국,모터사이클 및 부품 판매업,2494,4555,3737,818,2109,2893,383,1659,2,X,0,0,2390,3880,67,350,37,325,2390,3369,57,369,35,477,11,277,1,X,0,0,0,0,0,0,0,0,2126,187,2153,77,12,2149,3924,345,631,0,0,109,138,441,704,874,1556,644,1224,426,933
0000000G4530,전국,모터사이클 및 부품 판매업,2494,4555,3737,818,2109,2893,383,1659,2,X,0,0,2390,3880,67,350,37,325,2390,3369,57,369,35,477,11,277,1,X,0,0,0,0,0,0,0,0,2126,187,2153,77,12,2149,3924,345,631,0,0,109,138,441,704,874,1556,644,1224,426,933
0000000G45301,전국,모터사이클 및 부품 도매업,541,1347,1063,284,339,519,201,826,1,X,0,0,492,1094,29,80,20,173,495,768,24,162,17,241,4,113,1,X,0,0,0,0,0,0,0,0,341,31,953,22,0,463,1203,78,144,0,0,31,41,105,176,175,437,132,345,98,348
0000000G45302,전국,모터사이클 및 부품 소매업,1953,3208,2674,534,1770,2374,182,833,1,X,0,0,1898,2786,38,270,17,152,1895,2601,33,207,18,236,7,164,0,0,0,0,0,0,0,0,0,0,1785,156,1200,55,12,1686,2721,267,487,0,0,78,97,336,528,699,1119,512,879,328,585
0000000G46,전국,도매 및 상품 중개업,477370,1449040,957547,491493,325432,519816,145667,898230,6111,30639,160,355,450119,1057126,15825,157775,11426,234139,417777,649902,39079,246549,13363,174405,5411,155789,1115,75657,493,77114,84,31548,40,28018,8,10058,330782,25748,1026982,54345,11183,354342,1170723,123028,278317,121,278,10029,17901,49984,110200,141532,385611,169667,579728,106037,355322
0000000G461,전국,상품 중개업,22475,48545,30790,17755,15157,19497,6896,26407,413,2619,9,22,21674,41160,467,3626,334,3759,20852,28672,1093,6911,328,4307,163,4839,27,1965,12,1851,0,0,0,0,0,0,15237,380,30566,1945,417,15862,38123,6613,10422,18,22,917,1145,3484,5600,6924,12854,6729,16861,4403,12063
0000000G4610,전국,상품 중개업,22475,48545,30790,17755,15157,19497,6896,26407,413,2619,9,22,21674,41160,467,3626,334,3759,20852,28672,1093,6911,328,4307,163,4839,27,1965,12,1851,0,0,0,0,0,0,15237,380,30566,1945,417,15862,38123,6613,10422,18,22,917,1145,3484,5600,6924,12854,6729,16861,4403,12063
0000000G46101,전국,"산업용 농ㆍ축산물, 섬유 원료 및 동물 중개업",1671,3294,2223,1071,971,1179,591,1640,108,473,1,X,1579,2687,58,445,34,162,1556,2134,76,463,27,351,12,346,0,0,0,0,0,0,0,0,0,0,975,39,1982,251,47,1272,2614,399,680,0,0,47,86,199,341,458,886,555,1127,412,854
0000000G46102,전국,음ㆍ식료품 및 담배 중개업,3962,11208,7732,3476,2733,3664,973,5540,250,1986,6,18,3698,8234,198,2132,66,842,3562,4880,208,1351,104,1402,69,2031,16,1205,3,339,0,0,0,0,0,0,2746,116,7551,619,176,3042,9716,920,1492,2,X,103,129,497,994,1155,2552,1273,4175,932,3356
0000000G46103,전국,"섬유, 의복, 신발 및 가죽제품 중개업",1524,3831,1995,1836,964,1497,557,2329,3,5,0,0,1461,3158,30,100,33,573,1392,2048,83,513,28,369,18,560,1,X,2,X,0,0,0,0,0,0,980,23,2699,108,21,1039,2835,485,996,0,0,80,104,244,451,444,948,470,1291,286,1037
0000000G46104,전국,목재 및 건축자재 중개업,831,1419,932,487,547,717,280,691,4,11,0,0,811,1329,8,31,12,59,788,1117,37,229,6,73,0,0,0,0,0,0,0,0,0,0,0,0,550,27,777,56,9,568,1026,263,393,0,0,26,28,109,185,270,444,275,468,151,294
0000000G46105,전국,"연료, 광물, 1차 금속, 비료 및 화학제품 중개업",1912,3796,2418,1378,1037,1275,870,2511,5,10,0,0,1849,3403,26,123,37,270,1775,2632,112,712,21,281,3,94,1,X,0,0,0,0,0,0,0,0,1038,19,2633,94,12,1376,3001,536,795,2,X,34,36,227,400,522,923,653,1409,474,1024
0000000G46106,전국,기계 및 장비 중개업,2543,6757,4913,1844,1573,2202,959,4527,11,28,0,0,2459,5943,39,204,45,610,2259,3440,204,1295,51,657,23,714,3,228,3,423,0,0,0,0,0,0,1587,44,4985,115,26,2068,5905,475,852,1,X,78,94,239,397,655,1443,908,2661,662,2161
0000000G46107,전국,그 외 기타 특정 상품 중개업,2467,4413,2482,1931,1910,2389,544,1994,12,29,1,X,2435,4091,19,130,13,192,2322,3029,108,681,23,294,13,357,1,X,0,0,0,0,0,0,0,0,1920,47,2247,165,34,1534,2985,933,1428,2,X,89,100,475,712,947,1526,583,1242,371,831
0000000G46109,전국,상품 종합 중개업,7565,13827,8095,5732,5422,6574,2122,7175,20,77,1,X,7382,12315,89,461,94,1051,7198,9392,265,1667,68,880,25,737,5,352,4,799,0,0,0,0,0,0,5441,65,7692,537,92,4963,10041,2602,3786,11,13,460,568,1494,2120,2473,4132,2012,4488,1115,2506
0000000G462,전국,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,18016,39936,26056,13880,13469,20804,3689,15697,838,3367,20,68,17289,33104,438,3439,289,3393,16634,24982,970,6096,281,3646,105,2833,22,1527,3,402,1,X,0,0,0,0,13689,1990,20981,2868,408,12794,30489,5222,9447,3,3,383,542,1619,2851,4114,8847,6482,16080,5415,11613
0000000G4620,전국,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,18016,39936,26056,13880,13469,20804,3689,15697,838,3367,20,68,17289,33104,438,3439,289,3393,16634,24982,970,6096,281,3646,105,2833,22,1527,3,402,1,X,0,0,0,0,13689,1990,20981,2868,408,12794,30489,5222,9447,3,3,383,542,1619,2851,4114,8847,6482,16080,5415,11613
0000000G46201,전국,곡물 및 유지작물 도매업,3929,8776,5960,2816,2465,3632,1130,3860,323,1234,11,50,3755,7213,91,716,83,847,3609,5371,231,1471,56,721,27,749,5,339,1,X,0,0,0,0,0,0,2503,309,5144,625,195,2977,6770,952,2006,1,X,89,131,392,664,1035,2190,1408,3557,1004,2233
0000000G46202,전국,종자 및 묘목 도매업,1172,3319,2147,1172,874,1655,246,1439,52,225,0,0,1110,2650,42,296,20,373,1042,1730,74,454,35,468,19,518,2,X,0,0,0,0,0,0,0,0,887,207,1724,466,35,867,2677,305,642,0,0,17,26,84,189,230,518,430,1306,411,1280
0000000G46203,전국,사료 도매업,3353,10178,7014,3164,2005,3157,1129,5854,216,1164,3,3,3047,6677,204,1961,102,1540,2927,4769,289,1794,88,1163,35,927,11,798,2,X,1,X,0,0,0,0,2044,148,7660,279,47,2552,8534,801,1644,0,0,52,82,286,639,875,2432,1322,4568,818,2457
0000000G46204,전국,화훼류 및 식물 도매업,6248,10956,6371,4585,5700,8891,424,1629,118,421,6,15,6195,10671,33,174,20,111,5975,8658,212,1316,48,586,11,277,2,X,0,0,0,0,0,0,0,0,5804,1099,2826,1145,82,3861,7191,2387,3765,2,X,150,202,589,944,1272,2150,2165,4037,2070,3621
0000000G46205,전국,육지 동물 및 애완 동물 도매업,555,1267,891,376,435,652,108,573,12,42,0,0,538,1107,7,32,10,128,511,741,21,146,19,263,4,117,0,0,0,0,0,0,0,0,0,0,437,54,748,23,5,408,967,147,300,0,0,38,46,85,139,131,384,164,406,137,292
0000000G46209,전국,기타 산업용 농산물 도매업,2759,5440,3673,1767,1990,2817,652,2342,117,281,0,0,2644,4786,61,260,54,394,2570,3713,143,915,35,445,9,245,2,X,0,0,0,0,0,0,0,0,2014,173,2879,330,44,2129,4350,630,1090,0,0,37,55,183,276,571,1173,993,2206,975,1730
0000000G463,전국,음ㆍ식료품 및 담배 도매업,103643,327798,216365,111433,72019,123340,29126,189537,2433,14752,65,169,97909,247451,3400,41768,2334,38579,88812,139939,9132,58034,3874,50618,1499,42567,228,14825,80,12216,10,3716,7,4616,1,X,73288,8898,223012,19619,2981,78078,262943,25565,64855,19,23,2175,4124,11100,28153,30956,87351,36180,133063,23213,75084
0000000G4631,전국,신선 식품 및 단순 가공 식품 도매업,59704,165528,106865,58663,41577,72261,15949,80255,2114,12845,64,167,57355,140559,1170,10491,1179,14478,52164,84899,5158,32349,1659,21602,618,17424,82,5186,20,2611,2,X,1,X,0,0,42413,6690,101736,13377,1312,43983,128534,15721,36994,9,12,1282,2505,6413,16165,16858,46770,19773,58632,15369,41444
0000000G46311,전국,과실류 도매업,7687,20679,12769,7910,5121,8514,2034,9172,513,2956,19,37,7366,17385,180,1797,141,1497,6823,11527,602,3837,177,2313,73,2077,9,566,3,359,0,0,0,0,0,0,5232,1273,11129,2749,296,5756,16452,1931,4227,2,X,163,304,697,1558,1861,5248,2455,7058,2509,6509
0000000G46312,전국,"채소류, 서류 및 향신작물류 도매업",15166,41792,25250,16542,10006,16860,4164,18640,962,6176,34,116,14649,35786,282,3442,235,2564,13356,22176,1254,7784,377,4964,146,4182,27,1657,5,691,1,X,0,0,0,0,10202,2133,23702,5202,553,11031,31780,4135,10012,1,X,270,526,1403,3344,3598,9153,5150,15711,4744,13057
0000000G46313,전국,육류 도매업,13673,49264,33446,15818,8771,17806,4745,30159,157,1299,0,0,12875,40020,380,3249,418,5995,10994,19215,1767,11209,643,8446,233,6556,25,1549,9,1170,1,X,1,X,0,0,9001,870,36871,2368,154,10186,39173,3487,10091,2,X,335,820,1856,5995,4638,16506,4396,17324,2446,8615
0000000G46314,전국,건어물 및 젓갈류 도매업,4188,9699,5367,4332,3309,5490,815,3967,62,240,2,X,4070,8332,47,306,71,1061,3838,5623,222,1399,84,1092,37,1102,6,370,1,X,0,0,0,0,0,0,3349,473,5202,604,71,2943,7288,1245,2411,0,0,67,97,342,841,1035,2321,1403,3415,1341,3025
0000000G46315,전국,"신선, 냉동 및 기타 수산물 도매업",16344,36564,25033,11531,12384,19946,3616,15138,335,1468,9,12,15889,32965,209,1041,246,2558,14882,22770,1068,6585,288,3672,94,2561,10,698,2,X,0,0,0,0,0,0,12611,1611,20120,2031,191,12078,27975,4266,8589,4,5,392,674,1808,3753,4970,11171,5466,12597,3704,8364
0000000G46319,전국,기타 신선 식품 및 단순 가공 식품 도매업,2646,7530,5000,2530,1986,3645,575,3179,85,706,0,0,2506,6071,72,656,68,803,2271,3588,245,1535,90,1115,35,946,5,346,0,0,0,0,0,0,0,0,2018,330,4712,423,47,1989,5866,657,1664,0,0,55,84,307,674,756,2371,903,2527,625,1874
0000000G4632,전국,가공식품 도매업,33728,115568,72896,42672,23629,41619,9811,72171,287,1776,1,X,31235,76966,1551,21078,942,17524,28500,43634,3108,19918,1426,18364,545,15674,100,6712,40,6705,7,2562,1,X,1,X,23991,1892,83201,5088,1396,25664,92933,8064,22635,10,11,718,1302,3745,9633,10789,30349,12579,52280,5887,21993
0000000G46321,전국,육류 가공식품 도매업,2614,9688,6302,3386,1675,3378,921,6227,18,83,0,0,2411,7061,100,1080,103,1547,2087,3349,335,2164,137,1814,43,1278,9,586,3,497,0,0,0,0,0,0,1703,137,7304,501,43,1961,7771,653,1917,0,0,92,177,342,1173,908,2954,949,4156,323,1228
0000000G46322,전국,수산물 가공식품 도매업,1781,6517,3498,3019,1317,2271,445,4186,19,60,0,0,1685,3857,55,1791,41,869,1546,2320,141,896,52,668,27,797,8,543,6,973,1,X,0,0,0,0,1333,107,4578,468,31,1340,5465,441,1052,0,0,32,49,168,454,584,1661,679,3330,318,1023
0000000G46323,전국,"빵류, 과자류, 당류, 초콜릿 도매업",3898,13030,8840,4190,2730,4305,1154,8643,14,82,0,0,3404,7638,385,3550,109,1842,3246,4735,324,2171,251,3179,60,1655,14,889,3,401,0,0,0,0,0,0,2772,182,9402,553,121,2948,10722,950,2308,4,4,81,145,377,985,1158,2977,1559,6111,719,2808
0000000G46324,전국,낙농품 및 동ㆍ식물성 유지 도매업,5691,15818,10693,5125,4822,8296,837,7088,32,434,0,0,5384,11206,238,2826,69,1786,5065,7446,393,2531,147,1943,73,1938,7,455,4,731,2,X,0,0,0,0,4882,409,8832,810,885,4721,12973,970,2845,1,X,87,136,563,1036,1858,3928,2214,7889,968,2828
0000000G46325,전국,커피 및 차류 도매업,3121,8870,5477,3393,2143,3071,932,5647,46,152,0,0,2878,5611,134,1780,109,1479,2778,3971,218,1413,79,1001,37,1101,4,254,4,706,1,X,0,0,0,0,2161,111,6190,385,23,2301,7164,820,1706,0,0,81,118,476,1064,1056,2728,1030,3386,478,1574
0000000G46326,전국,조미료 도매업,3750,11118,7233,3885,2748,5008,976,6033,26,77,0,0,3546,8833,116,1172,88,1113,3238,5229,335,2094,120,1598,49,1450,6,406,2,X,0,0,0,0,0,0,2801,313,7554,357,93,2819,8956,931,2162,0,0,68,141,379,765,1116,3108,1359,4324,828,2780
0000000G46329,전국,기타 가공식품 도매업,12873,50527,30853,19674,8194,15290,4546,34347,132,888,1,X,11927,32760,523,8879,423,8888,10540,16584,1362,8649,640,8161,256,7455,52,3579,18,3056,3,1044,1,X,1,X,8339,633,39341,2014,200,9574,39882,3299,10645,5,6,277,536,1440,4156,4109,12993,4789,23084,2253,9752
0000000G4633,전국,음료 및 담배 도매업,10211,46702,36604,10098,6813,9460,3366,37111,32,131,0,0,9319,29926,679,10199,213,6577,8148,11406,866,5767,789,10652,336,9469,46,2927,20,2900,1,X,5,3232,0,0,6884,316,38075,1154,273,8431,41476,1780,5226,0,0,175,317,942,2355,3309,10232,3828,22151,1957,11647
0000000G46331,전국,주류 도매업,3313,25990,20432,5558,1128,1776,2172,24141,13,73,0,0,2874,19179,310,3397,129,3414,1870,3060,577,3891,600,8070,225,6451,27,1676,12,1790,1,X,1,X,0,0,1150,64,23938,736,102,2708,23249,605,2741,0,0,42,128,290,1206,824,5403,1092,9822,1065,9431
